Timestamp,Email Address,Your Name,Your Age,Course Name,Gender,How often do you play video games?,On which platform do you play games the most?,What type of gaming software do you primarily use?,How many hours per week do you spend gaming?,What type of games do you prefer?,What factors influence your choice of gaming software?,Which game stores or platforms do you primarily use?,"Do you prefer paid games, free-to-play games, or games with in-app purchases?",How often do you spend money on gaming software?,"Have you used cloud gaming services like Xbox Cloud Gaming, GeForce Now, or PlayStation Now?",What is your preferred device for gaming?,"How important is hardware performance (CPU, GPU, RAM) for your gaming experience?","Do you prefer high-performance gaming software that requires powerful hardware, or lightweight games that run on most devices?",What input method do you prefer for gaming?,How do you usually install games?,Do you participate in online multiplayer gaming?,Have you ever participated in an esports event or gaming tournament?,How important is cross-platform gaming (PC vs. Console vs. Mobile) to you?,Do you use voice chat or communication apps while gaming?,Have you ever faced toxicity or harassment while playing online games?,What gaming trends are you most excited about?,Would you be interested in subscription-based gaming services like Xbox Game Pass or PlayStation Plus?,What improvements do you think gaming software should focus on?
2020-11-14 10:07:04,kumar.buddhdev@gmail.com,Buddhdev,27,B.Tech,Male,Monthly,Mobile,PlayStation Store,1,RPG,Exclusive content,Epic Games,Free-to-play,Occasionally,False,Mobile,3,High-performance,Touchscreen,Download,True,False,4,True,True,New games and updates,True,It will be better if the user can select the game he/she wants to play and if the game is not available then he/she will be notified about it
2022-09-03 14:30:09,melinda.gordon@gmail.com,Ranjit,28,Bachelors Degree,Male,Occasionally,Mobile,PlayStation Store,13,Action,Price,Steam,Free-to-play,Occasionally,False,Console,7,High-performance,Touchscreen,Download,False,False,9,False,False,"Cloud gaming services, cross-platform gaming, and virtual reality gaming.",False,Suggestions for improvements in gaming software could include the following:
2021-11-14 11:53:32,kgandhi167@gmail.com,Karan,29,Electrical Engineer,Prefer not to say,Occasionally,PC,Steam,1,Strategy,User interface,Steam,Free-to-play,Never,False,PC,3,Lightweight,Controller,Download,True,False,3,False,False,No response.,False,"Add more features like chat rooms, voice chat, and integration with social media platforms."
2020-09-27 11:02:07,nishith.goyal1996@gmail.com,Nishith Goyal,24,B.Com,Male,Weekly,Console,Epic Games Store,5,Action,Price,Steam,Free-to-play,Monthly,False,Console,7,High-performance,Controller,Cloud-based,True,False,5,False,False,"Gaming trends that excite the respondent include the emergence of cloud gaming services, the increasing availability of cross-platform gaming, and the growing emphasis on multiplayer and social gaming.",True,Suggestions for improvements in gaming software include:
2021-09-01 14:55:15,test123@gmail.com,Mukesh,53,Diploma in Education,Male,Weekly,PC,Epic Games Store,15,Action,Exclusive content,Steam,In-app purchases,Monthly,False,PC,3,Lightweight,Controller,Disc,False,False,3,True,False,None,False,None
2022-01-14 13:38:25,gautam.deo@gmail.com,Gautam Deo,25,B.Tech,Male,Daily,Console,PlayStation Store,20,Action,Price,Steam,Paid,Monthly,False,Console,2,Lightweight,Controller,Cloud-based,True,False,3,False,False,"Gaming has been an exciting and ever-evolving industry for quite some time now. With the introduction of new technologies like Virtual Reality (VR) and Augmented Reality (AR), gaming has taken a new leap forward. VR and AR have opened up a whole new world of possibilities for gamers",False,"I feel that the gaming software should be more user-friendly and have a cleaner interface. Also, the software should have more customization options to make the gaming experience more personalized."
2022-09-11 19:02:57,kunal.patil222222@gmail.com,Kunal Patil,22,B.Tech.,Male,Never,Console,PlayStation Store,3,Action,Price,Steam,In-app purchases,Occasionally,False,Console,2,Lightweight,Controller,Cloud-based,False,False,1,False,False,None,False,None
2022-08-05 17:40:14,sanjit.mondal@gmail.com,Sanjit Mondal,36,MCA,Male,Monthly,Console,PlayStation Store,2,RPG,Exclusive content,PlayStation Store,Paid,Weekly,False,Console,2,Lightweight,Controller,Download,False,False,1,False,False,None,False,None
2023-03-08 07:52:17,akshay.saha172001@gmail.com,Akshay Saha,21,B.Tech Computer Science and Engineering,Male,Weekly,Mobile,Epic Games Store,1,Action,Price,PlayStation Store,In-app purchases,Weekly,False,Mobile,3,High-performance,Controller,Download,True,True,1,True,True,Arcade games,False,There are many things that could be improved in gaming software. Some of the most common suggestions include:
2020-08-04 21:45:42,aparajayakarmakar@gmail.com,KARMAKAR APARAJAYA,22,B.Tech,Non-binary,Weekly,PC,Steam,20,Sports,Exclusive content,Steam,In-app purchases,Monthly,False,PC,2,High-performance,Controller,Cloud-based,True,False,2,True,False,"Competitive gaming, gaming tournaments",True,Add more exclusive game titles.
2020-01-12 04:57:20,anujk@jindalglobal.edu.in,Anuj Kumar,30,MBA,Male,Weekly,Console,Steam,15,RPG,Price,Steam,In-app purchases,Monthly,False,Console,8,High-performance,Keyboard,Download,False,False,10,False,False,New consoles,False,Add more features and enhancements to make the gaming experience more immersive and enjoyable.
2022-01-15 16:23:49,sam.nitdurg%40gmail.com,Sam,24,Bachelor of Technology,Male,Occasionally,Console,Steam,14,Action,User interface,PlayStation Store,Paid,Occasionally,False,Console,3,Lightweight,Touchscreen,Download,True,False,3,True,True,eSports,False,"Add more features to the software like cloud gaming, social features, and better voice chat capabilities."
2021-06-25 11:49:41,dipantwats@gmail.com,Dipan,23,MCA,Male,Weekly,Console,Steam,7,Strategy,Exclusive content,Steam,Free-to-play,Monthly,False,PC,4,High-performance,Controller,Download,True,False,1,True,True,I am excited about the possibilities of cloud gaming and how it can make gaming more accessible and convenient.,False,Improvements to make gaming software more user-friendly and accessible for all players.
2020-08-05 18:06:23,sabrina.nagpaul@gmail.com,Sabrina Nagpaul,39,M.Sc. in Computer Science,Male,Occasionally,Mobile,Epic Games Store,11,Action,User interface,Epic Games,Paid,Occasionally,True,Mobile,3,High-performance,Touchscreen,Cloud-based,False,False,4,True,False,"Multiplayer gaming, Esports",False,"Better anti-cheat mechanisms, more user-friendly interface, more customization options, better performance optimization, more cross-platform compatibility, support for more game genres, more game development tools, more user-generated content tools, better anti-harassment measures, better community management, more accessibility options"
2021-07-22 17:25:03,a*****@gmail.com,Prince,22,B.Tech,Male,Weekly,Console,PlayStation Store,10,Action,User interface,Steam,Free-to-play,Weekly,False,Console,1,High-performance,Controller,Disc,False,False,3,False,True,Cloud gaming,False,"I'd like to see more games with local multiplayer support, better anti-cheat measures, and more emphasis on accessibility features like color blind mode and text-to-speech options."
2020-11-19 00:38:48,revanthkuchimanchi1@gmail.com,Revanth Kuchimanchi,17,B.Tech,Male,Never,Mobile,Steam,0,Action,Exclusive content,Steam,In-app purchases,Occasionally,False,Mobile,5,High-performance,Touchscreen,Download,True,False,7,True,False,None,False,None
2023-02-28 12:10:17,xyz@gmail.com,Akshay,29,BBA,Male,Daily,Console,Steam,37,Strategy,Exclusive content,PlayStation Store,Free-to-play,Weekly,False,PC,3,High-performance,Controller,Download,False,False,3,False,False,New releases and updates,True,- More exclusive content
2021-09-09 12:21:47,abhishek.vats@gmail.com,Abhishek,19,B.Tech,Male,Weekly,Console,Steam,8,Strategy,Price,Steam,Free-to-play,Occasionally,False,PC,2,High-performance,Controller,Disc,True,False,3,False,False,"Multiplayer games, Esports, Cloud gaming",False,1) Improve the performance of the software.
2022-09-24 13:08:11,rayan.rauf1@gmail.com,SADIQ AHMED,23,B.E in Mechanical Engineering,Male,Weekly,Mobile,Epic Games Store,13,Action,Price,Steam,Paid,Weekly,False,Console,4,High-performance,Touchscreen,Cloud-based,False,False,3,False,True,Fighting games,False,I would like to suggest some improvements in gaming software.
2020-07-16 08:36:23,shreyash1801@gmail.com,Shreyash,24,B.Tech,Male,Occasionally,Mobile,PlayStation Store,5,Strategy,Exclusive content,PlayStation Store,Paid,Occasionally,False,Mobile,5,High-performance,Controller,Download,True,False,4,False,False,"Console gaming, PC gaming, Esports",True,"Gaming software should have less bugs, more content, and better controls."
2022-09-24 20:03:11,sakshi.balu@hotmail.com,Sakshi Balu,21,B.Tech in Information Technology,Female,Weekly,Mobile,PlayStation Store,15,RPG,Price,PlayStation Store,Paid,Monthly,False,Mobile,3,Lightweight,Touchscreen,Disc,True,False,3,True,True,"I like to play the games which are having good storyline. I like strategy games and games which have fantasy and adventure type stories. So, I like to play rpg games, story based games, adventure games and strategy games.",True,"I have used playstation and I found that it has so many bugs in its gaming software. So, I think that playstation will improve its software and fix all the bugs, that is my suggestion."
2021-01-05 22:19:15,pratik.patel.2001@gmail.com,Pratik Patel,24,MBA,Male,Weekly,PC,Steam,7,Strategy,Price,Steam,Paid,Never,False,PC,4,Lightweight,Keyboard,Disc,True,False,4,False,True,Battle Royale Games,False,- Better overall performance
2023-03-27 13:32:39,nathansarah79@gmail.com,Nathan Sarah,27,B.Sc. in Computer Science,Male,Weekly,PC,Steam,9,RPG,Exclusive content,Steam,Free-to-play,Monthly,False,PC,3,High-performance,Keyboard,Download,False,False,1,True,False,"The latest releases of popular games, innovations in graphics and gameplay, and the introduction of new game genres.",False,"I think the gaming software needs to be more user-friendly and easy to navigate. It should also be more accessible across different platforms and devices. Additionally, the software should offer more customization options and support for different input methods."
2022-03-21 09:41:47,vijayan@gmail.com,Karky,41,PGDM,Male,Occasionally,Console,PlayStation Store,12,RPG,Price,Steam,Free-to-play,Occasionally,False,Console,3,Lightweight,Controller,Download,True,False,2,False,False,"Multiplayer game modes, multiplayer games, cross-platform gaming, eSports",False,"I think there should be more options for customizing the gameplay experience. For example, allowing players to adjust the difficulty level or change the game mechanics to suit their preferences. Additionally, I would like to see more options for saving and loading progress, as well as better support for modding and customization. Overall,"
2020-11-01 11:44:25,dhananjay1234@gmail.com,Dhananjay Kumar,21,B.TECH,Male,Never,PC,Steam,6,RPG,Price,Steam,Free-to-play,Never,False,Mobile,4,High-performance,Touchscreen,Download,False,False,1,False,True,"Newer games, cloud gaming services, and cross-platform gaming.",False,"Streamline the installation process, add more titles to the library, improve the graphics and performance of games, and make the software more user-friendly"
2021-01-19 13:35:35,jainaksh@gmail.com,Naksh Jain,28,AI & Data Analytics,Male,Weekly,Console,Epic Games Store,15,Action,Exclusive content,Steam,Paid,Occasionally,True,PC,1,High-performance,Controller,Download,True,False,2,False,False,"Pixelated graphics, retro gaming, esports",False,"Adding more exclusive content, improving the user interface, and making the software more user-friendly."
2021-10-22 21:36:23,shivam.pandey@gmail.com,Shivam Pandey,26,Bachelors of Engineering,Male,Daily,Console,Steam,10,Sports,Exclusive content,Steam,Paid,Monthly,True,Console,4,High-performance,Keyboard,Download,False,False,7,False,True,Trends in gaming that excite the respondent.,False,"There are many suggestions for improvements in gaming software, some of which are:"
2021-01-04 13:52:59,glockgaming@gmail.com,Zeeshan,26,B.Tech (Computer Science),Male,Weekly,Console,PlayStation Store,3,RPG,User interface,Epic Games,In-app purchases,Weekly,False,Console,4,High-performance,Controller,Download,False,False,3,False,True,"Multiplayer, Competitive gaming",False,- Improve performance and reduce bugs
2021-06-16 13:32:27,rohitmishra555@gmail.com,Rohit Mishra,25,Masters in Commerce (Finance),Male,Weekly,Console,Steam,5,Strategy,User interface,Steam,Free-to-play,Monthly,False,PC,5,High-performance,Touchscreen,Cloud-based,False,False,4,False,True,Online multiplayer gaming,False,"Improvements in user interface, graphics, and performance"
2022-07-10 20:46:30,leyle0666@gmail.com,Jaydeep Mishra,29,Bachelor of Commerce,Male,Weekly,Console,PlayStation Store,3,Action,Price,Steam,Free-to-play,Never,False,Console,2,High-performance,Controller,Cloud-based,False,False,3,True,False,"New game releases, advancements in graphics and gameplay, cloud gaming, and online multiplayer gaming.",False,"Improved graphics and gameplay, cross-platform support, cloud gaming, and more game content."
2022-04-27 08:48:59,sam.paul@gmail.com,Sam Paul,35,MBA,Male,Daily,Mobile,PlayStation Store,3,Action,Exclusive content,PlayStation Store,Paid,Monthly,False,Console,1,High-performance,Controller,Disc,True,False,4,True,True,I am looking forward to new and innovative games that offer immersive experiences.,True,The software should be more user-friendly and have better graphics.
2020-05-18 11:40:18,priyanka23623@gmail.com,Mohammad,24,BCom,Male,Occasionally,Mobile,PlayStation Store,6,Action,Exclusive content,PlayStation Store,Paid,Weekly,True,Console,4,High-performance,Controller,Download,True,False,2,True,False,Nothing,False,Registering for the PlayStation Plus service should be made easier. It should not require a long process and multiple steps.
2022-07-24 10:18:42,prakash.shyamsundar@gmail.com,shyam,29,B.tech,Male,Occasionally,Console,PlayStation Store,10,RPG,Price,Steam,Free-to-play,Occasionally,False,Console,4,High-performance,Touchscreen,Download,False,False,5,False,False,Battle royale games,False,"Better graphics, more immersive gameplay, more customization options for characters, more diverse game worlds"
2021-07-21 04:48:07,rishabh2222002@gmail.com,Rishabh,20,B Tech,Male,Occasionally,Console,Steam,7,RPG,Price,PlayStation Store,Free-to-play,Weekly,True,PC,3,High-performance,Touchscreen,Download,True,False,2,True,True,Competitive gaming and cloud gaming,False,More RPG games
2022-09-24 14:34:05,tusharkumar1212@gmail.com,Tushar Kumar,19,B. Tech,Male,Monthly,PC,Steam,5,Action,User interface,Steam,Free-to-play,Occasionally,False,PC,2,Lightweight,Keyboard,Download,True,False,1,True,False,"Gaming trends that excite me are the growth of esports, the expansion of cloud gaming services, and the development of innovative gaming hardware.",False,"I would like to see more options for customizing the user interface, as well as better support for different types of hardware. I would also like to see more frequent updates and bug fixes, as well as improved multiplayer functionality."
2020-02-08 08:20:06,kshitij1110@gmail.com,Kshitij,23,BSc,Male,Occasionally,Console,Steam,3,Strategy,Price,Steam,In-app purchases,Occasionally,False,Console,9,Lightweight,Touchscreen,Download,True,True,6,True,True,"Online multiplayer,",False,No suggestions
2022-11-23 17:10:14,nisha.kapoor123@gmail.com,Nisha Kapoor,18,BA,Female,Monthly,PC,Steam,2,Strategy,Exclusive content,Steam,Free-to-play,Occasionally,False,PC,4,High-performance,Controller,Download,True,True,1,True,False,"Trends in gaming that excite me include advancements in graphics, immersive gameplay, and multiplayer features. I am also interested in the integration of augmented and virtual reality technologies into gaming.",False,"One suggestion for improvement in gaming software would be to optimize performance and reduce lag or latency. This could be achieved through better optimization, improved server infrastructure, or implementing technologies like ray tracing."
2020-05-07 05:03:24,vishal2002@gmail.com,Vishal Singh,22,B.Tech in Information Technology,Male,Weekly,Console,PlayStation Store,5,Sports,Exclusive content,Steam,Free-to-play,Occasionally,False,Console,3,High-performance,Controller,Cloud-based,True,False,3,True,True,"Cloud gaming, better graphics",True,1. More variety in games and genres
2023-02-11 20:22:53,vishal.katiyar@gmail.com,Vishal Katiyar,24,Bachelors,Male,Daily,PC,Steam,20,Action,User interface,Steam,Paid,Monthly,True,PC,1,High-performance,Touchscreen,Disc,True,False,3,True,False,"Battle Royale games, Open world games, Sandbox games",False,-Improved matchmaking and anti-cheat systems
2021-10-17 13:31:18,mih@gmail.com,Mihir,31,Bachelor of Engineering (B.E.) Mechanical Engineering,Male,Daily,PC,Steam,36,Strategy,Exclusive content,Steam,In-app purchases,Monthly,False,Console,1,High-performance,Controller,Cloud-based,False,False,4,False,False,New game releases,True,None
2019-08-16 16:32:23,gursharan.singh@gmail.com,Gursharan Singh,27,MCA,Male,Weekly,PC,Steam,10,Action,User interface,Steam,Paid,Monthly,False,Mobile,3,Lightweight,Touchscreen,Download,False,False,4,False,False,Battle Royales,False,"Improvements in gaming software can include better graphics, improved gameplay mechanics, more immersive worlds, and user-friendly interfaces."
2021-08-23 15:45:21,jay.gamers@gmail.com,Jay Patel,28,B.Tech. Mechanical Engineering,Male,Weekly,Console,PlayStation Store,21,Action,Price,Steam,Free-to-play,Occasionally,False,Console,5,High-performance,Controller,Download,True,False,3,False,True,Mobiles games,True,Add more games to the store and update the games regularly.
2020-03-12 11:12:53,sunita.g@alithemes.com,Sunita G,26,BBA,Female,Occasionally,PC,Steam,1,Action,Exclusive content,Steam,Paid,Monthly,False,PC,7,High-performance,Keyboard,Download,True,True,2,False,False,The rise of cloud gaming and the convenience it provides,False,"In-game voice chat options, better game optimization for lower-end hardware, and improved anti-cheating measures."
2022-09-28 12:13:47,james.davies2022@gmail.com,James Davies,32,B.S. in Information Technology,Male,Daily,Console,PlayStation Store,17,RPG,Exclusive content,Steam,Paid,Weekly,False,Console,5,Lightweight,Controller,Download,True,False,3,True,True,I'm excited about the upcoming release of a new RPG game that's been in development for several years. It looks like it will offer a unique and immersive gaming experience that I'm looking forward to.,False,I would like to see more exclusive content for gaming software. I think it is important for game companies to create and release exclusive content for their gaming software to keep players engaged and interested in the software.
2019-08-22 18:07:05,akshayp007@gmail.com,Akshay Patel,21,Bachelor of Commerce,Male,Never,PC,Steam,1,Action,Exclusive content,PlayStation Store,In-app purchases,Monthly,False,Console,3,Lightweight,Touchscreen,Cloud-based,True,True,3,True,False,Gaming evolving into a sport and esports,False,More exclusive content and better security features
2021-05-23 09:39:21,info@gamingsage.com,Rahul Potluri,23,B.Tech,Male,Weekly,Mobile,Steam,10,Strategy,Exclusive content,Steam,Free-to-play,Monthly,False,Mobile,3,Lightweight,Touchscreen,Cloud-based,True,False,2,False,True,Gaming Trends I'm Excited About,True,"Gaming software needs to be more user-friendly and intuitive to use. It should also be more optimized for various gaming platforms and devices. Additionally, gaming software should offer more options for customization and control."
2021-09-24 08:49:42,xxxx@gmail.com,Anuj,34,Masters in Business Administration (MBA),Prefer not to say,Weekly,Mobile,Steam,11,Sports,Price,Steam,Free-to-play,Occasionally,False,PC,2,Lightweight,Touchscreen,Download,False,False,1,True,False,New game releases,True,"More free-to-play games, more multiplayer games, more localization, more mobile games, better cross-platform support, more customization options, more game modes, more local servers"
2022-01-27 06:56:06,vijaybhalla1969@gmail.com,Mr. Vijay BHALLA,48,B.Sc in Computer Science,Male,Weekly,Console,PlayStation Store,46,Strategy,Exclusive content,PlayStation Store,Free-to-play,Weekly,True,Console,3,High-performance,Touchscreen,Download,False,False,3,True,True,Gaming is becoming more and more competitive. I'm excited to see how the industry evolves in the next few years.,True,"I would like to see more exclusive content and better graphics on gaming software. It would be great if gaming software developers could provide more options for customization and personalization. Additionally, I think it would be helpful if gaming software had better parental controls and options for restricting certain content."
2020-10-07 10:50:34,srikrishna.mahamuni@gmail.com,Sri Krishna Mahamuni,43,B.A.,Male,Never,PC,Epic Games Store,0,Action,Price,Steam,Free-to-play,Occasionally,False,PC,7,High-performance,Controller,Cloud-based,True,True,9,True,False,Cloud gaming,False,1. Improve the performance of the software to provide a seamless gaming experience.
2022-04-10 16:39:10,bibekkumar.mishra@gmail.com,Bibek Kumar Mishra,22,B.Tech,Male,Never,Mobile,PlayStation Store,0,RPG,Exclusive content,Steam,Free-to-play,Weekly,False,Mobile,1,High-performance,Touchscreen,Download,False,False,1,False,False,Game developers are exploring new genres like battle royale and advancements like cloud gaming.,False,Gaming software should have better graphics and better performance.
2022-03-06 10:46:25,sathyanarayanan.n@gmail.com,Sathya Narayanan,26,B.Tech (Mechanical),Prefer not to say,Weekly,Mobile,Steam,5,RPG,Price,Steam,Free-to-play,Weekly,False,Mobile,2,High-performance,Touchscreen,Disc,False,False,2,False,True,"Respondent is excited about the advancements in gaming technology, such as virtual reality and augmented reality, which are becoming more accessible and affordable.",False,I would suggest to the gaming software developers to keep improving their software and offer more advanced features and functionalities.
2021-07-12 12:27:07,shreya@example.com,Shreya,25,Bachelor of Science,Female,Daily,Mobile,PlayStation Store,15,Strategy,Price,Steam,Free-to-play,Monthly,False,Mobile,3,High-performance,Touchscreen,Download,True,False,3,True,True,New game releases,False,"Better graphics and gameplay, more customization options, and better multiplayer experiences."
2020-07-20 18:34:32,vinayak.patil@gmail.com,Vinayak Patil,34,Bachelor of Engineering,Male,Daily,Console,PlayStation Store,4,Action,Exclusive content,PlayStation Store,Free-to-play,Weekly,False,PC,2,High-performance,Controller,Download,False,False,4,True,False,"New game releases, multiplayer gaming",False,No response.
2019-12-05 15:49:36,gargi123@gmail.com,Sarika,20,Chemical Engineering (1st year),Female,Monthly,PC,Epic Games Store,5,RPG,Price,Steam,Free-to-play,Occasionally,True,PC,2,Lightweight,Keyboard,Download,True,False,1,True,True,"Online multiplayer games, esports events",True,- Lower prices for games and in-game items
2020-12-11 21:42:21,anupama.pandey12@gmail.com,Anupama Pandey,30,B.Tech,Female,Daily,Console,PlayStation Store,0,Action,Exclusive content,Epic Games,Free-to-play,Monthly,False,Mobile,1,High-performance,Controller,Download,True,False,4,False,False,"New game releases, new game modes, and updates to existing games.",False,- Improved graphics and visuals
2019-05-22 15:19:57,ritvik.ashwin652@gmail.com,Ritvik,27,B.Tech - Aerospace Engineering,Male,Occasionally,PC,Steam,4,RPG,User interface,Steam,Paid,Never,False,PC,2,Lightweight,Touchscreen,Download,False,False,3,False,False,New video game titles,False,"A suggestion for improvements in gaming software could be to create a more user-friendly and intuitive interface that is easy to navigate and understand, allowing users to easily find and install their desired games. Another suggestion could be to offer more customization options for the software, such as the ability to personalize the interface or create"
2022-09-27 19:54:26,sarah.merrill@gsc.co.in,Sarah Merrill,22,IT & CS,Female,Never,Console,PlayStation Store,6,Action,Exclusive content,Steam,Free-to-play,Monthly,False,PC,4,High-performance,Keyboard,Download,False,False,5,False,False,"PlayStation Store, Steam",False,"[{'suggestion': 'Add more exclusive content'}, {'suggestion': 'Provide better customer support'}, {'suggestion': 'Improve performance and stability'}]"
2021-04-08 09:07:22,harsukh.garg@gmail.com,Harsukh Garg,31,B.Tech,Male,Occasionally,Console,Epic Games Store,10,Action,Exclusive content,Epic Games,Paid,Occasionally,False,Console,1,High-performance,Controller,Download,True,False,7,False,False,None,False,1. More exclusive content
2019-04-03 11:18:25,shahid.abd@gmail.com,Shahid,23,B.tech,Male,Never,Mobile,PlayStation Store,1,Sports,Exclusive content,PlayStation Store,Paid,Never,False,Console,4,Lightweight,Controller,Disc,False,False,1,False,False,Online gaming,False,Yes
2022-07-17 15:20:10,ahmed41082@gmail.com,kumar,37,B.Tech,Male,Occasionally,Mobile,PlayStation Store,4,Action,Price,Steam,Paid,Monthly,False,Console,4,High-performance,Controller,Download,True,False,1,False,False,"[{'text': 'More and more games are being released on all platforms.'}, {'text': 'Gaming is becoming more accessible and affordable for everyone.'}, {'text': 'The quality of games is getting better and better.'}, {'text': 'More and more games are being released on all platforms.'},",False,"[{'text': 'Add more features for multiplayer gaming.'}, {'text': 'Add more options for customization.'}, {'text': 'Add more options for in-game communication.'}, {'text': 'Add more options for controller customization.'}, {'text': 'Add more options for video settings.'"
2022-03-17 16:58:43,sudeenapasupati@gmail.com,Sudeena Pasupati,42,B.Tech,Female,Daily,PC,Epic Games Store,24,Strategy,Exclusive content,Steam,Paid,Occasionally,False,PC,1,High-performance,Touchscreen,Download,False,False,1,False,False,"Social gaming, Cloud gaming",False,Add more exclusive content and focus on cross-platform gaming
2021-09-10 11:05:03,sahilhegde7c7@gmail.com,Sahil,21,BBA,Male,Daily,Mobile,Epic Games Store,10,Action,Exclusive content,Steam,Free-to-play,Weekly,False,PC,7,Lightweight,Controller,Download,False,False,7,True,True,"New game releases, multiplayer gaming, and online game tournaments",False,"I think gaming software should be more user-friendly and have a better interface. Additionally, it should be more secure and have better anti-cheat measures to prevent cheating and hacking."
2021-08-20 13:28:54,abhayrealtor@gmail.com,Abhay Kumar,41,B.Tech,Male,Never,PC,Steam,2,Action,Price,Steam,Free-to-play,Never,False,PC,1,High-performance,Keyboard,Disc,False,False,1,False,False,None,True,None
2022-07-26 18:30:42,tushar.s@gmail.com,Tushar Sharma,35,Master of Computer Applications,Male,Monthly,Mobile,Steam,2,Action,Exclusive content,PlayStation Store,In-app purchases,Never,False,Mobile,2,High-performance,Controller,Cloud-based,True,False,3,False,False,Trends in gaming that excite the respondent.,False,\-
2020-10-18 16:53:25,xyz@gmail.com,Mohit,24,Bsc-MCA,Male,Weekly,PC,Steam,16,Action,Price,Epic Games,In-app purchases,Weekly,False,Console,5,High-performance,Controller,Download,True,False,3,True,False,The increasing popularity of cloud gaming services.,True,More options for customization and control over the gaming experience.
2022-05-17 12:53:15,dhruvkumar.goyal100@gmail.com,Dhruv Kumar Goyal,22,MBA,Male,Weekly,Console,PlayStation Store,12,Action,Price,Steam,Free-to-play,Monthly,False,Console,2,High-performance,Controller,Download,True,False,3,False,False,"New game releases, technological advancements, and online multiplayer gaming",False,- Improved game optimization and performance
2022-02-01 17:45:45,sharonk24@gmai.com,Sharon,21,BSc in Statistics,Female,Daily,Mobile,Steam,18,Strategy,Exclusive content,Epic Games,Free-to-play,Monthly,False,PC,3,High-performance,Touchscreen,Download,True,False,1,False,True,"New releases, cross-platform compatibility, and advancements in graphics and gameplay.",False,"Improved graphics and gameplay, cross-platform compatibility, and more exclusive content."
2021-08-02 15:50:08,samir24@gmail.com,Subham Ghosh,31,Masters in Supply Chain Management,Male,Daily,PC,Steam,10,Action,Price,Steam,In-app purchases,Occasionally,False,Console,2,High-performance,Keyboard,Download,True,False,3,False,True,Multiplayer games,False,"Add more social features like voice chat, leaderboards, and achievements."
2021-01-31 15:25:38,sandip017@gmail.com,Sandip K Chakraborty,22,Bachelor of Engineering,Male,Weekly,PC,Steam,30,Strategy,Price,Steam,Paid,Weekly,False,PC,2,High-performance,Controller,Download,True,False,1,False,True,single player games,False,No suggestions
2021-03-02 21:16:01,srivatsan.venkatasubramanian@gmail.com,Srivatsan Venkatasubramanian,23,M.Sc,Prefer not to say,Weekly,Mobile,Epic Games Store,20,Action,Price,Epic Games,In-app purchases,Weekly,False,Mobile,4,Lightweight,Touchscreen,Cloud-based,False,False,5,False,False,"Online gaming, Mobile gaming, Esports",False,Make the software more user friendly and easier to navigate.
2021-01-22 09:45:17,jay.shah12@gmail.com,JAY SHAH,29,B.Tech,Male,Occasionally,Console,PlayStation Store,7,Action,User interface,Steam,In-app purchases,Weekly,False,PC,7,Lightweight,Controller,Download,True,False,4,True,True,eSports,False,1. More diverse game offerings
2020-08-09 15:57:20,nilesh@yahoo.com,Nilesh Parmar,33,B.Com,Non-binary,Weekly,Mobile,Steam,10,RPG,Price,Steam,Free-to-play,Occasionally,False,Mobile,1,High-performance,Touchscreen,Download,False,False,2,True,True,"Gaming trends that excite me include the increasing prevalence of cloud gaming services like Xbox Cloud Gaming and GeForce Now, which offer the ability to play high-performance games on a wide range of devices without the need for powerful hardware. I am also excited about the potential of cross-platform gaming, which",False,"Some suggestions for improvements in gaming software include: improved anti-cheat systems to prevent cheating and hacking, better support for cross-platform play, enhanced cloud gaming features, and improved accessibility options for gamers with disabilities."
2021-09-28 06:58:45,prabhakarboyapalli74@gmail.com,Sai Prabhakar,28,B.Tech in computer science and engineering,Male,Daily,Mobile,PlayStation Store,4,Sports,Price,Steam,Free-to-play,Occasionally,True,Mobile,2,High-performance,Touchscreen,Cloud-based,True,False,3,False,False,"[{'name': 'Cloud gaming', 'value': 'True'}, {'name': 'Metaverse', 'value': 'True'}, {'name': 'NFTs', 'value': 'True'}, {'name': 'VR', 'value': 'True'}]",True,"[{'name': 'Improved graphics and visuals', 'value': 'True'}, {'name': 'Improved gameplay mechanics', 'value': 'True'}, {'name': 'More diverse game content', 'value': 'True'}, {'name': 'Improved online multiplayer features', '"
2021-02-01 13:03:26,anandchaudhary729@gmail.com,Anand Chaudhary,30,PG Diploma in Digital Marketing,Male,Monthly,PC,Steam,10,Strategy,Price,Steam,Free-to-play,Occasionally,False,PC,4,High-performance,Touchscreen,Download,False,False,2,False,False,More games being made cross-platform.,True,More games being made cross-platform.
2022-03-27 16:54:52,bhavna.sing@gmail.com,Bhavna Singh,38,B.Tech,Female,Monthly,PC,Epic Games Store,1,Strategy,Exclusive content,Steam,Paid,Occasionally,False,PC,4,High-performance,Keyboard,Download,True,False,5,True,False,"New game releases, esports tournaments, and technological advancements in the gaming industry.",False,The main suggestions for improvements in gaming software are:
